x,y,z,output
-321.5245210345284,-7.8645145683788344,-442.8281588202913,-0.33680410543123734
-264.58273227899775,58.320623276261564,-503.18976056143964,1.1573287645593886
-307.94073749398177,-145.26052375319526,-521.417888221383,0.4477775815483621
-191.1113131442896,64.84149626681727,-583.7804723605631,0.6150498190207636
-251.01230235049633,-9.38984647801432,-530.2944851906084,1.7241589164109832
-300.64580344555037,112.86322662019528,-609.6543643112511,0.17518171193947235
-257.5060427072853,308.1717745132496,-396.53775510915136,0.44111100860416724
-299.9906975655001,343.51453987611603,-515.0387930564519,-0.7168061072344537
-277.6862599216308,276.1534547035366,-499.8635969991113,-0.4207228536789142
-261.9680505220004,210.78682540283398,-497.60084461651473,-3.449995294889084
-210.44804361568023,228.59398120411296,-483.63477492520025,-0.12439780113009026
-259.3416091057538,350.46483458247644,-407.3227107430217,0.7371025422297627
-291.68027141148025,194.50319631677655,-400.0762745209137,-3.083520224741509
-221.1406008443575,567.2627988195402,-495.4230591528003,2.685872279737934
-224.30122271949313,428.02898176313363,-514.0256065652385,2.947633307090897
-272.28466186395906,453.17776280564055,-456.18014445879294,-0.6042173546184771
-246.40327804344025,397.38437251753976,-458.26596318588446,1.595341677893489
-185.57883163092666,395.7690287441513,-413.7289759516179,0.338566437987426
-321.9102488373189,420.46444559690667,-412.3703112930761,-1.4578738138147207
-357.94509047448435,439.92764956391704,-367.1545695722935,1.5429941666823506
-178.53173610777193,555.4678381588622,-448.2021735294841,1.4830492910976099
-28.20827967530984,-317.5578208607804,-449.51858689227515,-0.997174927082169
-45.86448721705593,-476.85284599744915,-539.6701121037598,1.2106661831204923
-61.002292976125965,-341.2591395759753,-433.01702757987914,-0.665165067735861
-82.55157618754261,-395.5809479570944,-461.8500800522474,0.8735484960435199
0.6166337053527439,-606.7751730694196,-554.7567627191434,4.930628586079728
-64.66579287117854,-557.3961032634074,-460.4593318526953,5.181923925816562
-27.187498160926697,-495.2910815885425,-518.0598937020832,0.7204543126226264
33.846758826173314,-392.8873545786205,-473.28550433572275,1.3785685285123468
78.05465083161877,-353.53001713696466,-554.7199085545548,2.349165863622204
-13.481710885586358,-284.3608124893425,-497.6039179082886,-3.1555756167379045
-2.9105214705486766,-233.6852058202349,-563.3955462762912,-3.6544663033614384
-87.02880270457467,-246.45474246148186,-430.58706912034336,-0.5128752695603356
20.915280102529312,-290.2377098656671,-485.12641466758345,-5.320805235348319
23.425278353813983,-313.64844618316044,-465.76721403032485,-0.7388783548365007
-12.760043868997258,-227.44207971218015,-623.650349612178,22.655004316136257
55.268226915058236,-228.83442515481875,-540.1128365255845,-0.02101556991718742
2.3579221794588645,-70.01408027070636,-606.8484330068894,-2.0371791129265713
148.95553362246747,-5.683534000890433,-654.8140117612769,-4.395601451507432
-16.3077814739551,-68.1596411128101,-594.4579161387571,-0.9022871002102044
-39.348047424464006,4.5448236367206905,-587.0261753017785,-0.5059256663101994
6.369192069958256,-10.072749755870573,-493.4876497403805,1.3305529537806096
11.354462059679664,59.15915035908811,-407.65401945458217,1.7594163938149368
-82.2203076595142,-120.08390280953753,-608.2178633765168,3.2452058017672054
26.235140624004874,49.36727973864739,-437.1151559609545,-0.8069343179126424
-75.02672358278677,301.26377801988093,-495.25568890901985,2.6456342102353805
60.2366768651357,233.88457867939414,-571.4721657319229,0.4310897858703144
-12.36921809386935,223.31952886888217,-632.9604149306697,-13.393598735679541
103.56773606064269,212.55116128049676,-550.2176729562404,-2.3104317488786714
92.87082231067629,278.1166303879915,-441.3626007581927,-30.90825745934765
-16.771922341236152,197.3895470033553,-507.569371510155,4.897985593762299
-99.5164280087948,235.73915854473958,-392.9038200323179,0.2300582203315482
-41.742412163430316,227.00176501551192,-525.6016148012557,-1.3236645673769785
-0.9041320594058875,545.3718383900587,-580.1429230636576,1.388981723474432
10.073902172345967,473.243644577609,-508.7288402770583,0.33081952893154526
-75.60402178948343,409.9382188605589,-501.99316066718717,2.7210376490009858
25.556628234832534,497.2770379760575,-482.28047320143116,23.52641615656844
56.54422504429667,533.157453315468,-452.63773262587245,-0.02392489921069073
-84.15284624827355,422.56959069570956,-471.132640154386,0.32706021373797434
-78.5514681367927,572.461140707456,-429.69955779558626,0.48658125869857116
-34.30570289809346,517.2979715097591,-292.0550012486319,-0.056149240751299415
237.91384918855047,-463.9311849746624,-518.455003557005,1.4145935593536145
126.6216907157459,-467.8191822907986,-287.65075987127057,5.463268109878485
286.71656282218424,-435.6620364697703,-628.9110095277941,-2.1772601614236935
237.11370914059066,-587.847975557767,-491.56311840333086,-10.090953210776796
262.14691129173116,-501.4442589039423,-651.958524726465,13.627404593090844
192.81464507808198,-507.4083150412093,-480.9745102063023,0.39892574056252766
353.8732413510562,-408.9509691144278,-499.959958757938,-1.3956446499314044
270.09211847141387,-516.8302665439784,-375.9128480452195,1.8443414888987943
211.37999852323918,-243.36521597894185,-581.1257722161758,0.5027755511985312
189.02327787348005,-258.4956882232288,-461.081654050194,0.9110663752409657
250.3152728873763,-376.83975586682186,-511.35699115934636,1.4874937774399208
139.31628582097423,-276.3681900220184,-626.3210972976527,-1.544127969952254
216.553054057553,-269.61046753678335,-417.2742370807085,0.2523969651996918
240.02110063159557,-179.17432379520594,-448.3320846893872,1.7969861834559058
282.26997396907376,-287.6410178570989,-464.4477519473989,2.391000460289919
240.74890336998797,-306.4389991673794,-438.5072376097052,4.398128332578329
221.3342691348792,15.835834360106505,-335.6375494589549,0.6368743334889684
342.74081583831406,-7.024534157248837,-452.9016767850998,-2.1295737961132724
231.30073505012408,78.64114169380298,-518.3288881478171,0.3882002711846814
244.48612540455414,48.471621941294906,-406.9682269846812,7.420943292039443
304.08798339450385,-11.965444413931936,-478.95872859384576,-7.725824979100786
244.34645597289372,5.574984659888736,-325.4754755850859,3.0085115878007644
272.8900548767916,-69.10997282609968,-560.4212488779564,-3.7120620682214285
246.56811575442848,-30.15400140932673,-422.43312347406663,-7.938098948000999
210.35019826793464,236.22889919544534,-379.35803424829993,-0.5737035553315608
335.4242691725806,295.3311303766008,-551.5098751695114,5.585154364448254
244.67856789276183,184.29102413813703,-565.7740134715563,1.5492079903325293
309.5211195032078,195.08145820582558,-432.9679625849684,0.8759714783622906
239.8989780704693,244.76129536419032,-618.9069159270842,0.15945754631049056
308.3500000798141,228.83698437596942,-452.8115907796122,0.9321523964714382
201.69691022823702,369.74870517745717,-503.84073805116867,-2.5250334759090287
202.8944574221644,259.0631607537187,-411.44862468685153,0.7637163437738427
231.30583678207017,401.79982943441036,-605.776193745599,0.737091469207674
274.32409762166634,565.3167305608225,-520.053923542241,7.572572623775041
186.3343864313519,489.0938334716969,-468.9484764092971,-2.505462498852717
262.5126948854198,664.8430088639637,-340.74407566481307,-9.036842781373153
309.63596883268474,510.82532087838837,-522.1505846096626,0.028914264675089753
222.48060122412093,508.4800036603358,-463.82303357344057,0.8572443182970408
269.71999562806224,408.6198198409759,-595.1653049445284,-4.792789484542204
149.98401211690071,510.1525727110226,-440.33428383327987,1.014750205828267
487.16987609627256,-528.9281003840351,-415.76955950056856,-3.8210880774625284
541.1897695425076,-456.42428370773126,-563.4358964037436,-0.5592062273776
361.93328800968277,-446.0034742691342,-690.0032365308958,1.4563652715295423
568.9443579349353,-600.4624436914523,-427.4771877554415,-0.8091626329667098
591.2988068419253,-442.0950175584386,-524.9045066756723,-0.3519651285261687
550.8482145514658,-386.2145166206655,-408.63648472534675,-1.0058503539060328
439.292658796023,-414.97613889599455,-483.8284556643451,0.49958973622721087
597.4555508914066,-520.9894924397855,-632.406799406188,-0.032289999050635676
603.1994070624467,-345.29684406021914,-388.38227983122505,3.6673022021871127
521.6307509283796,-253.7212069381989,-366.6379814519923,1.6917864777359988
635.3015589572044,-252.46305454554056,-643.5387233817488,0.3999547325585017
449.30247983098457,-191.33204414293692,-520.7977339508475,-0.41478566803484657
564.9721510746465,-249.85754412208792,-440.41390739394893,1.2628772781381439
517.433970692941,-181.26166629758802,-494.74651020846864,-18.156346154973036
483.38331864378256,-310.1115677830586,-594.2098078567639,-0.3903362523464989
403.9954328522309,-259.70083075145163,-599.9159310140599,-1.0449894750387811
523.5829356160325,-11.788796476124226,-398.66836792262313,0.5171670874387965
483.0100013872672,22.953571303243177,-658.2248969539387,16.228313274368553
635.7552016335248,-84.85031064226203,-464.38361127653974,1.0732976684319964
512.6853333824552,3.342084430346864,-431.5811141731221,-3.4375331832406113
263.01246323523856,-37.09575131813986,-532.4614748747948,-24.719893173165005
395.1480475810607,63.90496623070017,-494.4175089505904,-0.8278817249741981
519.5942573566207,39.611717883669854,-396.9873888413834,-1.5258098255120318
539.1547101870553,7.115695552916448,-449.0407817081413,1.3514972089840296
663.5259262930265,380.34479262035586,-326.7751903583568,-1.0773762276028105
495.0049695069933,180.66515456133976,-410.16792497573226,4.392034581591698
540.656091211239,319.767294059278,-363.19740315259037,3.1160426445336995
524.6353545987143,216.26790448313167,-511.1036397151602,0.9411364799642384
574.5804986504611,190.4966672143187,-558.1330605259377,1.7705030671068618
637.0003516567505,281.37505652034224,-427.807035275605,-2.3413119812861325
553.374857587014,205.50242074947897,-424.5924854083405,-0.6201119535621287
487.6220511535761,303.4448411110512,-452.6482847410903,-0.11210847341598985
399.5830450853623,479.68420635299043,-643.2666588662912,0.9741586162029258
466.03997979637194,334.32221423104636,-595.7392970222401,3.685885302410357
526.1315431347771,525.5942660536759,-384.2456292261932,-2.3324801865697307
625.5146590198812,428.1840839868508,-477.42777622749384,-0.0002776196527536634
580.0952320904541,477.8960117914189,-504.837520927392,1.3138204698772424
462.7135876062252,648.9425889928607,-482.8641729377404,1.7185425550186346
542.3636542307846,599.9725029291087,-582.4605376808408,-3.504901059335868
501.8070417230325,441.5543613028594,-418.5855388284871,0.738987019550084
-399.81812725331764,-439.9651617150961,-177.76046189907103,2.99319828726163
-550.9732650906108,-493.62040181463937,-330.9585923994027,-1.8705227681144778
-465.2501945925511,-572.6907786862354,-199.28069846336908,-4.489701945716897
-424.5136915097174,-373.2122337983591,-255.61254515462352,-3.705731875098674
-603.4352084504616,-558.0125821659092,-236.78313478877246,-0.31651881258337367
-446.8728889245585,-494.16506025077035,-273.83334531742724,1.0448298264468465
-497.9892406026255,-598.9862782019476,-350.63863394593403,1.8114113713706648
-561.8621256988047,-474.3802860793235,-388.7483574528791,0.11076677686267034
-415.0154943404929,-228.164776652374,-127.31295052367506,12.736465192561315
-598.1904160435574,-359.17072207558624,-348.6404825569005,-0.5182004361815866
-577.9345795820745,-227.57488075999112,-173.13856358005435,-0.42204771260594737
-531.5664283083097,-283.5452645735475,-216.13137676497215,-0.7776761816529583
-522.2065691770647,-341.1268005071464,-214.5307416118154,-1.432805871963392
-609.8711149994729,-322.6369826815982,-172.59673535514736,0.38257443942750174
-680.5371907857048,-278.9031105448884,-325.48417657674497,1.8787042619595273
-591.6038494628144,-321.6463773126197,-319.60196277298326,0.7732256945058014
-452.6619330786414,-50.449633999909345,-259.4468923992697,4.420705476325293
-506.2429576504852,-12.10848988346638,-279.2343853973953,-0.15956181444636902
-502.0409384019105,-109.59968639902968,-233.42556634248965,-0.855586146712521
-401.60143428870145,23.728933372277933,-187.17047430999054,3.833831332825625
-488.0433415592773,31.82050088762215,-317.84780695402543,-0.6772807459104356
-389.5795834705767,-55.51269540765183,-400.7822204953449,6.157201499239638
-429.4550237547299,13.247736343654136,-316.1375609089189,2.2673802246316463
-471.26599737621865,72.0748801988337,-340.75708807530447,-8.191457207730593
-450.9393431877573,261.2425071759267,-303.1873750874739,41.85971132409557
-441.2187919195432,338.2290154354805,-300.46122907508305,1.3532125711340077
-533.2267082985032,335.54482844002035,-152.09872200213528,-2.4390534193040185
-420.22627704426327,251.94807736228003,-249.5297135308116,-2.9320780309350525
-461.5544352698708,315.9629003000325,-258.45956236385973,-1.1592994669257235
-473.10432137986663,345.7308404571849,-225.81784752385911,0.240311568829728
-478.80842594939855,320.08364191386704,-175.82443523161876,0.05968021939688002
-472.1400978837339,321.9780284199946,-291.2946804012205,2.7765093467211432
-452.12828688470233,472.24329616244665,-371.03390044245725,1.4287376823095683
-477.47071151212685,582.3837681245824,-308.8705828942777,-1.5756852842550182
-634.0606447385603,565.9283903082123,-242.82961100983795,-0.05065867876006721
-393.6211784362396,509.19938004785064,-222.09152394696068,1.161119361733049
-371.7262337432967,441.43861463000354,-208.56306922483014,-1.0935344905785094
-429.3752357160272,664.3830037507927,-243.87831277015542,0.885400935522129
-405.90741007594534,531.888121803929,-261.6285331339409,-2.739625531871864
-554.3739747577655,344.6991655911538,-255.80728288519992,-4.993210674117227
-279.918569155072,-737.2969651152306,-247.56692645629894,-1.0911943768741175
-293.2997325033105,-378.80717925991166,-229.59936337698073,-1.7184951434919649
-206.88768981283891,-497.7846247192074,-379.81967711423897,0.25356690839726215
-234.48927690724358,-479.9061533854277,-281.58434810500415,1.1041150582801702
-297.6413381399563,-420.8100575132884,-245.57453749605978,-1.095587349608225
-161.889823263845,-622.168243269829,-83.18915945404093,-15.906518830529516
-286.64348048966525,-442.28351904115954,-143.49870492449315,0.3419158166977844
-260.1979061597988,-396.3886932776807,-236.97776429233122,-5.972016415665161
-225.96866264020187,-287.7978446440484,-216.43211835411745,2.322965671350559
-218.45824488426055,-290.91893475752005,-242.37358654150944,-1.4450286251554503
-226.0540161128365,-214.9281297665257,-140.5568128586025,1.1026783827013995
-306.7670946786257,-266.75378560985064,-183.12169893365868,-1.0789436763732858
-248.81459546612712,-263.6514301087773,-269.0943596024911,1.2687710394985372
-313.9722976712138,-361.40513204630844,-201.5742172002895,0.5361742222026994
-242.9174523652731,-135.51957206171087,-256.7331058873079,1.1809912430828082
-236.97854286370202,-186.1974916781529,-219.33221079931224,1.1424898871483142
-299.0659217902525,17.96223586939874,-371.5378635623767,-2.707588333550456
-184.82413252145042,-43.43714256019547,-326.9557338176032,-0.6388730553577103
-243.61775656364716,116.60728382563754,-193.28951250030372,11.949175052596177
-332.6524334461349,-10.903821127667584,-226.52275914296993,1.4954317251113536
-241.17357292902727,54.9032552138592,-191.17987626236024,-1.3179267339919951
-284.0367097705984,-26.030109182585964,-323.9934644160833,-0.8961326188237037
-203.28695557412775,59.6159376885228,-215.12555069978424,-14.072766569746213
-285.6836865811544,13.436561885746892,-284.6401628300665,2.7140258337108483
-201.18422602060832,218.4658669389289,-305.9397529968432,-2.625905169636858
-335.02130309635925,283.66866649625206,-141.89750458960293,-0.2722535599928646
-251.9872108915044,301.73474913624256,-173.78319404537982,-0.612145492484797
-239.78865424677926,287.19444642401345,-181.69096836862764,0.12297857546695541
-226.52359573563905,234.71405285512265,-233.02033352494522,1.1193466734062936
-290.2465689237323,229.76029037020498,-163.2707958072817,0.0033959124265114347
-241.09732691774013,271.4358526437424,-194.6772966168874,0.47777274757312316
-190.7092803435894,272.5892559228971,-305.70503148866646,-1.38305299757644
-216.24344388223247,516.3388564545163,-291.3624847892161,1.0636934604427226
-262.5711635920904,394.18721175450236,-203.63229849074747,-0.07784488650637922
-225.2820642368581,480.8869279170836,-222.14623899972585,1.6237661230592948
-209.10244545882506,508.80329154506296,-92.87438687625743,4.668144806983389
-301.3309751886169,573.8796178987149,-260.4818585526101,2.040099327768352
-308.9580217219368,506.17748393121946,-126.88186965068427,-2.6669612891339485
-309.2720099419006,459.4240447582988,-275.7857696347392,1.6917106821786239
-161.65551547465017,497.66813596087576,-323.01294237554805,1.4575302171821076
-3.796241854380162,-424.8928833285707,-108.55353964973179,5.74261755430006
-89.47688761102967,-414.6182061980709,-76.1821861188537,-0.8976489904338283
90.39512847172811,-540.0798641866675,-229.9488775095756,-1.1992783880256461
64.22375884483822,-653.951633574488,-156.67926214900328,0.25162042441151944
-17.52540716789503,-478.75258431093164,-165.24350159859046,2.35134617005449
78.28442373947448,-456.8252007385059,-142.126159980375,-0.9062741374806408
-23.02679491683319,-451.629830395456,-249.82077614111603,15.739088826852903
-107.35296383678735,-528.6747396647302,-166.21581636589485,0.3278452241572515
-32.98564490857341,-186.42982262597334,-310.3192692748797,1.6919059990388403
-12.469656912646418,-265.4907569462344,-131.61339717597542,0.31691168064723224
60.86377732411053,-211.65548574747882,-241.11168257087107,1.5058460608019268
38.66268891096718,-300.990281758042,-230.87392499745042,-29.01217133258743
-29.04518623867626,-197.98770288654686,-202.80726169657086,4.939625111010765
74.10197584457595,-152.0850068239377,-250.54179234423384,0.3095585765656129
106.2611620255403,-105.34165984864171,-200.94923218430984,1.8325477201792824
-22.820845508183687,-275.8685817676241,-287.7699343340275,2.9892644669427746
-126.73253183305847,-9.930034488866193,-217.0959363789752,0.6375666614239645
-88.36522584605993,66.56571674932657,-327.2985648833356,-0.239156756994244
-9.25901259253304,61.731975418747325,-206.39193400548393,-0.5375458530713547
-30.794402068756607,41.25534410574849,-189.57855601082832,-1.3740656099574426
-34.81333060491277,45.51235024813788,-339.9606834101136,-0.6912011900538942
23.73761750980533,9.733542581795302,-102.14241891961312,24.42597819710935
140.49293787492525,95.14620370839596,-276.3132687381163,0.2717072811858868
77.70699795025887,32.481389473245216,-302.05313961498643,-0.298640814529527
20.84285440518852,331.80005229126056,-275.8629866853177,-0.6136139375660052
0.6857455756103081,160.2614684560894,-332.7592016047216,0.9149717146671154
-80.85339728869008,328.6949093839054,-237.2511670614124,18.02880514325091
43.118269458412854,299.214923623933,-369.66182862476074,1.696445508523373
-58.77364317169831,270.7565640388094,-216.1258436722133,0.708165311677513
31.50900965483876,394.69002344895034,-238.56058699183373,0.3100750681770088
10.403850904274378,183.3363496393772,-230.04427026328824,-0.5089519445313765
-141.92583049717243,91.33696825342886,-282.30463431253503,-0.6260439531009124
-52.788531111894144,351.0324357413254,-185.259652525984,-1.522406412957003
-17.063725206546266,351.8595227897496,-270.13133722185614,-0.25403755319027155
27.581320508659925,450.4068752391794,-337.9093819462211,3.532719117433481
29.802100808963758,527.0625017210855,-244.8422850634235,-0.5733877181664904
99.96337255808044,455.10366317927225,-224.5209560863618,-8.413325929995226
8.28863842802355,536.5063945886212,-187.0564721314567,7.781609611208768
65.4106566056281,555.800631495598,-266.8970029176566,-0.4278395770466042
-8.203912139595213,514.7751831253797,-226.69871977944237,-1.2704322132300252
223.69830146614547,-592.7311533869256,-277.89863873478384,-9.113132867010123
337.0613493361007,-429.56320799749574,-178.73562369628897,-0.9115117067458147
266.90504313941733,-508.9469036804701,-138.38727192668566,-1.1074263544306753
274.32481382624405,-551.2906743759842,-172.9978148256177,0.290361443608041
191.29452847317538,-552.885120674779,-276.41305963944654,-0.8946688753718743
297.2752931241452,-428.7795383709797,-368.1188116460839,-2.0408298066573316
216.4886258445766,-592.4504541935738,-382.21538290458545,-0.209480970177005
353.5173328426106,-492.18618094446583,-296.5256118128221,-3.6256618360354933
298.9370640872288,-215.1226821880338,-277.8867666494122,-8.794220491624618
98.8893292707893,-347.43716036865237,-297.02021574333907,6.124522806590049
270.6235156685892,-174.99511674803855,-188.03610867658955,2.133752726950447
266.05805909484616,-236.63461830378796,-267.10522293829297,0.1679899202707835
208.54103456209495,-156.69539103974284,-145.86160396936216,-3.7187985642645494
161.2516731075129,-211.1162153617349,-234.4792183606672,2.2858426641291296
234.81960845696193,-256.6389858310683,-123.57385203934497,-1.6620327208089567
248.20707821523453,-312.72041708635635,-179.05467792957518,-0.009226398786751501
303.3562802569611,-39.00890139326646,-274.87812895281087,-90.24885302197258
311.80492371723096,89.71181145076208,-286.82008216910634,-1.1145101569619165
246.16124241038088,114.03364670013374,-273.99120257671206,0.5142148204307617
346.3217789190876,93.28384690900268,-209.86143155410954,0.7238788303996384
262.7017708297765,-74.99179978945979,-224.10930534641437,-0.9865795097218928
253.74689745900048,-27.787035353273914,-200.0254677569466,0.4303965028147664
191.55349080758154,5.653322873712555,-230.68761718658521,-6.023061406293115
245.67033875517075,46.594388880607426,-223.23947633715082,0.9871940907265292
331.5041849475856,250.2337219147745,-222.50321355078157,-0.18317408422823886
347.5071587488973,287.55573043143056,-403.7830393822757,9.962958654206869
108.83007856458015,357.9323660621537,-236.84608553715233,-3.3700492723244726
231.72065548144226,234.10264875232772,-184.70929426796965,2.4669330250419206
281.4219642343089,264.5061976648182,-278.1012095512442,15.044539926903791
247.39000430328525,127.73130311517397,-292.8118085247059,-0.5604093668937083
239.91786925818943,183.83774779081833,-195.82590845372837,-0.41172464300734346
298.6902552129178,168.29129093836266,-234.36291917213413,1.174883808285779
283.4452802968729,413.6158726241638,-218.32863863133903,-83.1885752859151
165.6644430552388,415.90361589378404,-238.36780022320698,0.664669209303111
252.71135659932742,435.9408571732672,-205.6349266880525,-6.33480198489563
307.5746935065711,458.8319523643092,-183.5165065384503,-2.5798889761455603
290.8678870358634,423.54927268395033,-245.5657412315091,-0.2888265029827474
224.96663258509102,532.1551309014654,-249.37988715987385,-3.0280099058492196
300.38236870796845,434.6658564610838,-226.77441111710127,0.5790202546671689
179.08647060441717,561.1758853011909,-240.50103552353397,5.740035063860203
472.6086370738986,-540.7768414103286,-370.70898598341427,-0.11966796913977365
537.752219282335,-543.8200005125165,-240.7274870567949,1.8594176805679663
499.2034357217198,-600.2325441251583,-226.41958555623432,-0.9278624752899285
550.040615405566,-543.1984870662982,-247.49049453420216,-0.4306923387957923
641.3948894992087,-516.455523227777,-195.63863803716615,-1.198078224417514
403.21599615926993,-453.96929802366805,-261.4681368600001,-1.3787761997953925
453.64228713715556,-391.12773257126304,-65.37986158052551,-0.03328062641052823
477.06769637582653,-400.71944245881673,-189.20669497420886,1.0728656538960541
472.8157497264687,-236.0847228645843,-295.412902546075,0.32832707922668003
458.52462642913173,-240.66139801303675,-271.3186115966589,-2.1683242909081613
478.16371012507676,-402.5457786110981,-294.15681329577995,2.646167033861939
710.9917177917764,-234.62860380958864,-118.03221011462378,4.141552368015064
524.6642059217055,-209.63492851869407,-275.72786405619814,-0.8522243392003573
414.64209863482944,-355.9849161502324,-319.2924843135998,4.028456668502296
515.6446105429516,-203.95780906454473,-221.7325902005153,4.578421983752759
634.4733602476318,-232.20408806415725,-292.87572909350564,0.3315860047559108
516.3938268134768,-48.43032192717061,-269.90764535647503,1.5787030010138476
475.87672953443325,78.17346481480848,-207.9071768435298,-0.3288772028080222
484.9432818610438,-3.594084772667133,-131.99621518183747,0.8451016018888762
399.39438959950314,-26.218908604985618,-163.8794681221245,-2.3511724016080513
531.9762339469447,90.80512021786973,-286.41261130920486,-0.8395385781304292
541.6960981321973,7.313352712739864,-313.9788906286673,1.2673499150343417
415.2214178268365,177.7278328448892,-169.93147287073225,1.5733906958842603
648.5583945353499,-2.1353893440625873,-282.9967184845828,-0.8688900551087047
522.8393958903141,286.4310702404321,-180.61913014248083,-44.81870344295261
474.3640943075709,254.4601334227462,-275.2059795740517,1.9963149566730387
444.8199713736229,176.03966691336922,-273.7985708134345,-0.17226791275214298
452.8309856248177,173.2990947453384,-168.9791522992739,1.1726571162048218
413.961391037234,238.5474729444759,-463.52562836359965,7.605031289008828
449.7613978976927,344.5165293649453,-275.9204440669526,-1.1881476973519964
416.9437927808525,104.30455771110907,-181.3193378593448,0.046260283391184466
424.43357258820726,236.4170647784163,-261.01830909004127,-1.961201037462166
450.4465195702605,470.7001149541592,-367.3575184382481,-0.6685341830089928
441.9249209407602,654.0990802661363,-130.16923740499197,-4.649076315828413
574.5388138058173,395.570127729532,-209.20648340731202,2.1407515316033554
537.690317258514,413.77618476540977,-256.2998048695597,2.110498297042361
441.1611661897545,524.2096223257138,-133.70555456426544,5.842200843474305
686.4427709879803,645.4448617195303,-250.39646472582993,0.3073914537411886
