x,y,z,output
0.0634313980385945,-427.14636826580704,-539.1701421026967,-15.178651948505994
33.031898208701065,-545.9052911707892,-564.2632678183586,-9446.288823776353
18.231530729145923,-519.7843057194318,-454.74434112001927,-4506.242088765613
26.781571158827937,-590.6278763476995,-479.4741981991455,-7269.412037138663
-22.603332336964428,-470.16040611738106,-507.4311516105553,5391.473606093158
85.11868918602686,-452.0881812238478,-388.9343345354349,-19799.69458224837
-25.094417745196207,-445.2311395269212,-572.1596736715467,6132.146585503561
-0.0145660965894388,-209.7790642128354,-512.5359088141521,2.1769776154384477
7.425154179783105,-177.11392164935717,-589.862817106725,-1021.2396511608584
-51.06335819781002,-250.1893757385853,-412.3795139107101,7382.571085955366
41.306441664307656,-207.0141229223789,-675.4727524181432,-6866.530691457897
15.07343087646676,-220.514733829457,-450.6089492388882,-2282.9293923804867
80.2456029978916,-162.90658075220514,-602.4417605492152,-11495.321931216948
-58.07429060845727,-179.99963934761746,-383.2827068336719,6448.19163684727
29.921209884104957,-220.3048200634602,-465.8087304760031,-4679.353900944565
-11.722799317307778,23.75860057260743,-534.8301542003378,-284.9479014087542
40.90585820302467,-108.0336419024565,-482.08812927892274,-3878.9606021585664
20.50374525182232,33.49835691607102,-466.9152961106218,776.7509779847687
57.62010273101698,66.59140497872465,-428.1520139644644,5405.126232439343
25.31530492113416,51.24305245321055,-536.5545132331079,1513.230446631689
-136.68095556326503,-47.166979473956,-570.1610819023915,4874.94872216776
50.8642810303091,4.327223124742398,-530.7888054757101,245.6381484169872
51.61619536377193,-17.52761566752364,-554.0310024326924,-964.0576915075734
-16.69081056309457,227.88373015302236,-525.7435499382289,-6357.305282852808
-73.22784284555328,176.41107460088406,-484.8010606281823,-16411.172661632827
-15.639174674303996,200.2739412410478,-485.0375051619697,-5057.236691824438
44.38054689763201,249.0316263520033,-492.89822981844674,27308.16389269332
-34.63995673680858,201.4185970916124,-426.3055706113216,-11460.846159594235
52.05828935390819,265.98129499445633,-429.961873013741,53193.03635493177
11.907810046686508,181.55245868129663,-421.5179160331181,3995.878153275713
59.258731777697726,287.26965014535136,-698.2828091921521,33793.45837529724
32.44854829253537,546.9704130784224,-506.700066350093,-123669.384113374
-42.09028884914024,548.1407228165632,-420.4267319475904,113284.48871120247
-59.667524742772535,439.1560430222367,-419.6268138727976,-273943.5911699748
23.102463368958137,394.012794753881,-353.7837578183004,-50849.45524518725
5.397943274061507,549.0256454650581,-570.1611571510518,107369.52949092588
-17.510206920056074,469.00455157372,-616.5266391563536,-30679.68994294737
-28.408065248747302,364.9569539017755,-399.9524864588343,-65399.97224949557
25.10209553617596,503.4667525647429,-555.3225051204325,262326.9706959167
191.94977002699852,-286.4928671086251,-465.1055293353713,-45702.22771470119
122.83574386800326,-504.0524537634783,-529.4182990014143,-35996.04692765038
211.02513904026333,-517.9656015103786,-609.856433486803,-72709.28103230725
252.1206025472028,-474.8621936136929,-401.0689070369249,-76973.68484556561
218.01941254817123,-600.179661273311,-513.5153116010773,-75020.34757606991
276.6686975771481,-477.57177803740944,-527.5685370316303,-95689.6048071605
224.07644595357692,-452.6657733698772,-456.3753265495786,-67581.51729340322
162.85062841129783,-488.3825159511073,-549.8889837570343,-49958.33068202535
242.39580012144825,-355.16027930627934,-608.8449995122974,-72636.36206188453
193.9347312218234,-259.1620374159552,-437.3101195150498,-43736.901768464
142.0498396034656,-202.5672791786285,-646.1728017804913,-26310.50910458909
263.2410715058228,-175.48235941239216,-493.59629262376217,-56183.26570258049
344.49679173110184,-294.8223970671086,-443.2136833781035,-114385.43073265714
250.00351183337608,-281.19005255738864,-431.8211660000513,-65563.48553852942
272.73097761713694,-324.12897713316266,-408.3316016717199,-78516.89478145831
241.05534969823896,-327.32542590769395,-586.3359004871161,-68783.19543086461
259.05852130201936,26.99221538917402,-583.7780459393479,13710.828242740612
240.11443366296635,-46.0203899073051,-544.417023602514,-17172.407827309726
223.07874205020275,29.83212119595875,-555.0192580986793,12226.020481265525
240.00443299406788,68.64470783209794,-595.8655635701483,34179.424979726056
291.69321546087565,5.483996873395808,-693.0418257651198,2800.457483562496
290.22130059828027,-10.310017802438336,-563.3610822774396,-5947.009377173409
227.9167266564017,14.430554053622236,-585.2314221016934,5613.590920706635
367.2773108907232,-34.95004495234388,-545.6282338244938,-32835.579524528046
266.6319135699605,149.25283924155266,-446.4580892602263,581129.0590661145
332.03208315540144,226.0494735049458,-341.5062093460619,-118351.28923227936
274.55140690147545,287.58497618958285,-574.5209524090291,3662813.7760394663
252.15523172104875,147.21640865914543,-537.0520064450308,144799.96256720574
267.1420749495735,288.76695989226425,-449.46160437109353,-325722.100073869
167.67737183720322,352.72139567931,-567.5707280183744,711610.3837868636
243.0671955581426,109.95305598468778,-396.9238417467549,241624.4413586844
270.43075793781423,261.5544072005237,-444.4389021390184,-359081.1169333282
243.1531080977028,518.6839948315844,-346.59369712354595,-105268.95210665194
362.5368879480405,476.7001734270887,-430.4242114911723,-181957.355559928
143.88179487475333,400.7575124826406,-468.22184195467946,-353302.31999402965
284.88415836765864,585.2517291891473,-608.1261678717616,-386978.8774957848
323.3978242527603,519.8346313902512,-476.0147217463581,-217920.95972437496
398.4483806576221,490.10774599916255,-483.3509550367557,-232943.80269412344
289.7700994470327,387.79232128980095,-345.24888176931853,-116744.6154016589
315.14035624998286,557.7686356665654,-563.2531764241023,-319729.4632045554
464.5898301648992,-470.5398151037536,-602.5111878121501,-216470.24603092915
481.0358561817639,-480.3510501047489,-516.1241922300253,-231373.06340927255
506.8249767307676,-585.752003332218,-470.3719439874794,-254216.84042831344
566.7489297600166,-631.3124096434206,-633.6603671859456,-324710.8490016685
493.7522113888374,-641.3787743615595,-604.1851320024433,-254498.14736298067
620.8545003962759,-480.3976950262439,-499.4669708579581,-414945.1575900693
524.8789036312029,-603.6905686249867,-535.0566752939297,-276183.7506082164
510.6010757004751,-522.1741754673793,-451.54503516905,-259959.79400902757
455.5011782949038,-311.0078553202965,-484.48791313188616,-201869.9494427968
521.5648926354964,-278.2304223876977,-507.4147876926051,-278830.2003471259
407.7685943669389,-278.6233750598221,-471.1389736005491,-156517.22764862576
401.8759541291925,-378.8535863727248,-525.6575967017892,-159225.7216931841
482.0816270303362,-249.37942645912864,-612.4323743056544,-193893.92016179912
468.2746971554057,-138.22718396948696,-450.7278879351701,-241753.17826220917
579.8871099952261,-141.38165427330787,-427.0559116175525,3057968.789875152
643.9447009994793,-218.60096669531,-598.8767631034597,-485798.3663931413
520.073211363497,35.05020222743367,-590.941979397371,300740.3217842878
569.0769671370367,-1.8913943369726596,-541.5893329848429,22774.413581925382
523.3894242671814,-18.06615838999201,-564.9377425451488,-89606.5237284153
434.219949146526,38.9138385511648,-452.76527886947,-375601.8337751176
480.2334212752769,-8.869928556949382,-492.586283046203,-98867.24601549184
572.5041883840615,-60.94942765204086,-359.4146664517768,82432.89837246772
539.971358292516,-42.36379728346858,-519.7749065253957,-536373.2968377334
520.3468372417319,68.61782539878175,-609.7897808730764,1045496.3618718436
557.906950827373,260.907568171078,-549.0382717349232,-296242.4957177248
476.7748265739335,184.08376515792736,-348.3893616702997,-97855.79009568044
580.944923505746,293.8917915483856,-418.7899346245793,-156786.6917485553
617.8453674854724,180.2323791176472,-718.5931675458006,-1006729.5165912764
547.3923575254425,300.4551795619102,-438.6598360479729,-176312.6835217441
562.1818541865754,270.17875491938446,-459.1064189306618,-186825.71704621048
391.40628054877465,134.79412780850546,-754.3280732102511,174454.05154249814
592.5283253238568,224.96576700974157,-449.742765467414,-163017.95560004134
516.6930353805624,575.4674337086193,-465.151140916253,-220583.59890551888
549.7455941743405,386.2016961355435,-529.9657653335838,-277151.6879127423
495.622546198566,474.98182431073326,-444.9088753913777,-199234.6409012921
512.7120138499517,585.8057076216052,-397.2732328801296,-170155.87010646902
493.298499249262,547.1915678744012,-638.0532961775368,-427965.26443421113
396.3993532250104,655.109867587793,-522.8972578408894,-256877.7152325723
445.7384961958768,389.5363061734657,-514.342305990045,-278270.23168682266
527.6868709068976,521.1008972698871,-264.7172367945842,-92837.98443166172
-467.563905881,-474.8790576853677,-274.9706286916264,50150.18350870968
-416.6856264627114,-495.5101175787936,-123.8094930773482,24674.756613266814
-482.3939393474869,-541.6903513477249,-201.7977615035057,43015.03819424905
-633.1951014376558,-453.1338734622893,-285.1419051203305,59653.81377212734
-526.794848598902,-612.4494287228827,-158.3463279773812,39371.50456959652
-487.41798134211416,-480.6921750142414,-157.05867057083535,32704.88670900909
-451.43644025948873,-431.8246781590101,-258.39657391626645,44121.95404046649
-550.2936548028117,-502.783714197661,-375.770638806457,72763.33279786885
-395.10776323728186,-163.94802930486736,-307.3995455228043,22981.41254644676
-642.5634582523669,-286.7486402165038,-304.368604783506,45458.39624928666
-342.39169100148,-238.58245538049889,-226.5574938490693,22918.2248528861
-553.7647694471253,-337.3812830729645,-159.14084436073358,28308.655113679208
-587.1912426659642,-286.4815907301626,-316.7876439374845,44764.06835551462
-456.9497481668955,-249.01916923493485,-249.08094529584088,29676.78629791544
-665.5024759958193,-135.11195251343588,-273.3897357133166,22888.60408482857
-502.8030346686803,-287.4360330401421,-256.29285538470896,35393.47162447805
-581.9147329083294,14.213558029296276,-226.7641808747266,-2360.8274926814506
-412.8781823267929,45.71546299936944,-217.8880709466729,-7029.503403120938
-503.8080581166186,44.86435779167024,-252.1184931247843,-8014.262267820744
-560.5172640785584,-144.43235828728533,-247.9729824658564,21066.898640227515
-410.4104265084002,16.243531416833214,-372.66848503794427,-3239.7766871081394
-510.1826105622082,82.47278157884573,-276.86726769051404,-16534.03480091706
-587.529420691427,45.78550202102653,-180.89478193003876,-6733.867261100685
-359.37817697190286,1.9369793155240775,-336.8175503298177,-337.6871154597757
-507.681606080984,333.2954462146094,-290.6640943313738,-105757.77884055172
-457.0804769716452,294.7826236642092,-365.6048015240447,-93315.24278209312
-713.5914910419923,319.13842921373003,-377.56121665369744,-111375.85434568962
-403.0553026909566,187.4729050738604,-179.29757114365725,-34309.28066807173
-505.4734097138351,302.2305412444033,-244.36635851261784,-83402.49485326775
-524.6527424197099,261.89975408955,-161.85829599567745,-52378.17332876348
-501.2840567899632,268.92004441076125,-209.45331681963685,-63907.45143588236
-526.0474293899895,262.6234662690608,-336.1735337562656,-77457.25626775749
-360.6196279435917,594.4637646882563,-235.5485765014456,-29626038.014280543
-331.54358383281175,571.3765482888098,-272.7954608095085,-1567761.8774852054
-574.3517550742217,455.1124973921195,-238.01612178224187,-174150.25732351738
-535.0534528590916,470.9104387015016,-244.2995033554734,-199564.682528724
-482.6854745934529,389.58316337961287,-220.93436481321416,-132296.23782395822
-389.98046377782754,599.3650438868781,-302.0606711986696,-761834.6730564435
-382.30319173055005,581.8226349289382,-163.74810418676455,1018215.3192801012
-499.42215366043433,521.8343145976665,-249.5141647249725,-286335.18841466366
-206.7005913624188,-552.9588454609957,-230.683989342898,26623.598960424148
-274.5386113601327,-354.8766587158979,-318.8636496944765,32760.415465468253
-375.244797415719,-450.9887771412917,-254.2372510322668,39820.54199278033
-337.05406390176097,-547.2364932295047,-149.28058291357743,26640.291887154304
-189.7870630363552,-462.7865686735682,-393.1712791053407,33022.050906651384
-168.20833376063402,-567.8914511617063,-286.60620850315576,26769.951163236496
-269.9246341442175,-569.500236045183,-176.93894350277242,26761.597058798143
-297.07379560626543,-502.2041389680572,-261.00995395282354,36726.37299171679
-218.51531604894492,-261.2493530028057,-324.17783632940507,23019.537143150243
-285.34992491026986,-312.5419819114631,-282.24291030546703,28599.614665779183
-378.8613321606359,-230.48890776212883,-282.2980509118694,27646.80839711409
-202.0567142246645,-210.571281111289,-331.6116913676496,18957.91286653363
-244.0870878093967,-253.40141051704865,-176.8129974423946,16218.607491849914
-310.08609960122914,-216.17391974267144,-262.14530217811523,22288.312931363744
-273.3555392798989,-135.68752231922292,-240.80634469372305,13744.30500443712
-279.0697084110229,-206.939392265666,-289.505908670984,21558.68731969957
-361.5399490212589,105.47132892920446,-261.5726969060854,-19268.820546646104
-236.02989184416137,71.1344543756968,-253.91867461086048,-10179.32040703166
-204.25871945410103,1.2313039596106834,-341.00662995452336,-157.67685237475558
-335.3589439180011,-33.08588405295707,-235.83236756509228,4330.320277152936
-262.9834324257937,99.14006170381366,-240.66737533277043,-15511.927048159014
-208.11935359515783,-104.9789786139914,-59.89146753706044,3508.1172904082696
-227.76396841790887,-134.3198910751757,-238.27583016637004,12142.047029376128
-145.36414784098244,22.58445611799185,-264.7005006147953,-2242.6676010497818
-279.1397542586723,195.2442653878348,-356.1567764259523,-44110.02781553431
-360.01262140090097,403.81420669819096,-242.55720189622815,-177416.5954822635
-286.72048071558976,187.0699083282154,-278.672261574806,-39508.8230730344
-193.831078665865,206.8108291683506,-123.17641385676178,-44808.073143810456
-147.17271136611458,244.5687880865556,-341.23522793709543,-50370.84064807086
-236.94040857155156,188.5339057856206,-268.12260304318744,-37839.724631943456
-293.7645453631848,164.83468114216862,-346.41687851415304,-35288.766547560685
-326.840837475892,174.16016016600824,-91.84851274811028,-21380.89028460861
-251.45866180297975,456.05050192026727,-257.7765803160078,-555822.2369873344
-281.50541810247734,564.6617668647148,-346.7702536248136,-866492.8355244057
-290.41480421489985,363.1114356710294,-194.4762281992143,-168403.3739130274
-267.00508254000465,509.5313213888337,-212.7362564467047,971542.1419779984
-207.17064219423736,504.4106303286116,-280.55081567457165,1756665.949171589
-312.7696091513316,488.17652195866657,-229.19348497579176,-650623.5990185216
-190.6141906822541,507.7243838785703,-193.2387656234229,150975.39740653938
-310.6220286006701,463.0177699646376,-280.76986610349934,-314559.5706493574
8.848278808275023,-589.2941673674322,-257.3598604228805,-1601.7108209727303
63.60846969892937,-465.3548505159946,-184.93994442249704,-9330.926283278826
-19.619796362347877,-532.4195050101767,-288.82800287315507,3588.127768751052
-120.5218122810701,-491.6377779060167,-176.31374814414954,13249.814759212772
53.590243828045786,-521.6979419962591,-264.93447959359366,-10104.483928901162
-5.981472438799144,-500.3575630833776,-155.30927079049073,702.4749686653595
65.00518581594586,-555.6464248219415,-245.12053921709315,-12033.495617176755
56.44608878356964,-591.2621950417758,-415.9794561127518,-14601.487902352375
-35.855107282662814,-302.5310579379216,-235.57660782738003,4452.198325370129
-29.667091989609013,-313.1326080478661,-190.490516704257,3318.2311136674216
-50.99414132194992,-283.0170657943323,-270.3813126854933,6456.371077474794
3.615999365435018,-373.9599027095772,-442.48970838426095,-736.0860900484618
79.79642779750301,-366.5041624066378,-282.7118905601765,-14520.209296998086
-31.89135786495837,-359.2163904787326,-221.99346283209968,4147.953254985408
17.649069796703845,-256.4535920039541,-190.25982644110547,-2007.0556559021563
-75.99592322433172,-198.32904398772135,-138.43576094584094,5055.082702244182
2.493292873836793,11.188586308883467,-190.82830928061009,30.040079971432103
-11.45121285740223,118.4131321000288,-330.7800064708998,-2003.9992620062355
-51.86355542905032,-15.356262183720322,-137.28181939391007,534.6509355457266
19.82161777957196,107.91152556149984,-236.7016243099052,4646.382747117965
-8.356050854194082,68.40867573450396,-252.0352367857999,-750.4108692132999
-70.10181582834224,1.6895491929609607,-169.14600508111062,-84.3526588617318
20.84965778510533,60.452112331717295,-343.1745698088269,1651.7908130054852
42.48848384973947,-46.63263037667874,-272.7032720314447,-1951.67428708181
-93.70502028077404,194.245123313526,-159.1983815879755,-49399.54999703745
-17.012189957612296,173.0316725206014,-283.46509520645486,-6547.336309273084
-28.198593648807226,197.32722346765036,-118.70062179599212,13097.65656250111
56.24342095406937,287.08971236141844,-288.48586722697354,-84929.63094234362
12.512278269040497,193.23254782823813,-174.43195545644562,-13468.442350706146
55.76440398483835,291.31298727608464,-342.1074584639659,-1118224.3664401686
-49.57043689458779,245.57950912710183,-280.89006433531506,-40284.84393271296
-27.753108411767546,237.7807530309254,-248.0007445916956,-43098.80709809071
6.449647401619299,336.98946283264564,-267.1016186967738,-7604.816432120184
-52.49924509864591,399.2572181541674,-274.1791146082048,79182.65029518181
-49.718937147920585,420.3766632285711,-216.9187268967786,29489.931756969352
117.50025393633292,512.0436750782509,-260.2866808012858,-42410.0454499643
31.50750851175845,424.0023648241794,-211.70026173128025,-11599.875270226425
14.288394562184072,567.4358923277453,-308.0264553500091,-9124.71794780251
-62.81826682868392,550.5665579852872,-285.5248420704487,48832.5141360501
33.18963207166819,483.11413249210375,-220.2436236829344,-11928.293466488203
345.87182681711994,-561.386363987628,-232.68755417003,-100803.61226869543
317.5502742613834,-552.0499127725798,-249.18014673587763,-90312.14176319916
258.2714244310079,-510.240836501805,-299.8098091467223,-71603.09186803218
185.94517709359596,-543.8930446081395,-296.1823542274562,-45792.44903804026
117.28223987231245,-497.816599906297,-159.02301998937864,-17207.757600834062
140.22147411492062,-456.1725595038861,-205.1917660171191,-25185.3285164687
246.65751849826503,-473.5755031720914,-164.5094825345309,-49093.47993470408
241.6124796106774,-524.4570208076834,-191.5459594834637,-51164.239231200976
222.4018807447937,-289.6043455445466,-233.36825627631416,-50007.90144428008
271.7756294078019,-300.8883437315321,-219.956747577547,-72215.81323602176
313.9142767965097,-305.16740260805386,-261.53375733161613,-99111.13668852724
311.1493296969955,-312.00770878485133,-248.13139762488356,-96746.43935029214
153.4853489132688,-316.041354094177,-190.66065037931045,-26183.69626470146
286.5299703438985,-196.76819081937072,-218.80895193947703,-95596.39848799592
245.58064472198524,-273.158759742044,-244.6890108261512,-60287.640662947255
309.64748122837045,-250.9308570995052,-202.70541907525177,-109385.12203178232
287.70784310781625,6.363050721200499,-184.1691191594604,-3067.8394919088987
266.93465925510424,-81.42523942637155,-309.2183298039108,-54328.59765816807
325.2053129471768,83.91413828362764,-304.0045625633614,-78923.95103234127
294.31727145708345,-13.86034614198412,-296.2729477777817,-76416.06319485672
186.29576011190105,-43.27619524257052,-211.81517602917515,-24822.797635351457
269.38830364044827,9.054788249165023,-304.8597709363868,28150.061104691267
323.8520820947578,83.66233742265625,-147.63165092305275,-15391.493786744588
194.55660768449127,-37.00760067289279,-192.4440017413657,-39708.01791848483
237.09513326491756,209.2845759819659,-306.40323371067404,-108617.02285854598
131.7094014231001,203.9435771041143,-211.60260458884392,-45819.53432897516
222.61633504387805,343.6607692138971,-334.2393227648143,-110201.07144010918
232.70601472707403,241.16955674540324,-211.0676814862089,-45072.72838300004
200.9628011701052,308.3820377746916,-273.231152807067,-71715.62606182737
161.52718524646943,179.8241329546318,-274.54414036473923,-119366.5319378764
151.70734467980853,289.39510777850893,-171.0563237052736,-27809.879829488826
168.2423985725002,315.7999798668519,-233.02157917994052,-49321.130189489086
259.85325781962496,544.9493455660146,-346.6804887354879,-107159.93199803236
346.0074672733487,444.6916490969804,-199.51027662417152,-51925.85804564336
295.4756134321347,546.6606419244088,-274.76139986537663,-78221.29339881641
251.96740677132783,599.6355603189372,-175.34497016106656,-39175.4054115751
265.71518000423765,510.419844208629,-250.8767685020627,-64778.50304705044
260.0449673467172,398.02837994998015,-178.43618577333518,-38506.34099840351
354.97263833485,442.9434243673769,-207.12282205377403,-55123.36125350207
386.98093715491206,507.3868570420953,-224.43884533794247,-65780.62403931298
541.2965552519637,-556.0746267871266,-103.06061784782094,-263253.0494616085
544.8715916101901,-462.4243645858154,-500.8518013579144,-301611.37802660366
621.5453192601223,-582.6140133608302,-268.9120126285489,-423421.0805170394
519.0625890136598,-540.9160406452039,-188.13916981144155,-251550.3316469884
549.225150603197,-532.8330116150729,-329.98693456978685,-307942.46815822815
589.5710175664293,-539.9440936868679,-197.31903145751943,-425301.1740084938
409.9045182513762,-497.8474955685887,-284.6703302838948,-155905.97686931706
671.0870137431947,-505.0133132608402,-306.6504901087035,-739284.7358270703
390.26875303448674,-279.6814673217766,-247.598187526252,-197251.28131296908
533.7579394198418,-216.68785620195328,-130.65514577534603,81063.37352903743
555.2602651776762,-251.8238974451876,-254.93444295545655,734958.9976876738
569.7907238677859,-216.3769985062718,-331.3697041722568,1853311.6868065945
401.6112669181852,-273.6777798496507,-297.9482115612862,-192619.2969053618
537.7657300304012,-181.07510227874428,-200.5591867550094,125084.71593759888
512.7697774310725,-291.81190043163883,-203.97151453979157,1796778.4755226288
498.7452108938529,-257.7306504779041,-202.6115911597378,678179.0351867899
466.871085039219,115.34990121008828,-238.60363187011268,-37395.3312434587
497.7898173826812,16.06072801665878,-290.0705138988108,-10363.15963281651
558.6647048993368,13.805025087167726,-265.80367475622995,-6684.719720399743
476.6810075252406,19.710111004651598,-307.30642724726914,-15269.65293849071
532.0048824399033,100.96242456119182,-390.62314454445,-86576.58056857277
591.2941141356263,-31.54011956335321,-311.5780627168592,23413.97265953568
466.0473989927395,-58.42453607892059,-286.3364281414304,64282.0720024706
405.679080183421,7.414484413978766,-218.0473307134823,-3362.5843781076105
486.2000809895648,214.35833480162984,-219.59920151164985,-47585.83862244777
419.9833137871166,184.0701604724113,-159.86741133643642,-27823.381056593083
485.338792428738,236.32306779781763,-319.49556639810453,-91119.34388121987
479.3959233481567,259.46043344407923,-365.6257257154522,-121849.79471980126
393.6597306209296,182.01068473147552,-253.4315590251675,-56350.89662936039
515.9672359385671,422.7137800822409,-196.0797884517171,-57589.81571431221
507.22599529278034,176.97435919635967,-273.9454174417445,-59940.70477081801
404.0801582567186,193.087998714762,-183.64977296563347,-34651.29802314662
369.7095155925352,401.76532688206544,-275.0863421316667,-82315.19612281623
384.8154043936136,426.668226797993,-387.3160247471374,-149923.8510412938
673.4559245662078,590.3239064816381,-301.81823058821016,-124734.73847710354
378.694865417445,418.2917683848893,-162.48962336613957,-40566.314979368326
412.6683200477016,460.8031260453018,-271.3346244899798,-85689.26474619463
483.65347641970976,560.5693699885649,-355.41571785961827,-139895.15554546288
548.2554643268866,400.8529392146222,-222.0972200432552,-67138.26869539535
526.7835865155795,401.63870623680566,-276.58340562574887,-89774.6275227549
-487.331912180949,-549.4787563535838,40.50816117707323,-10887.426272427198
-375.3853497121655,-621.3320701195751,21.84345410309866,-5226.043620219741
-596.8132834992313,-650.7323044608811,67.18701693434642,-22106.135553323653
-665.4754637951545,-517.485618861816,-88.47520825096238,23963.84197854425
-513.7866351337029,-501.8344839997645,3.100708731589657,-789.5019675518918
